Q6 | 0 | Маркер уничтожен из конечной очереди | 
P6 | 3829 | Позиция маркирована | Маркер #1914
P5 | 3829 | Позиция маркирована | Маркер #1914
Q6 | 3829 | Маркер уничтожен из конечной очереди | 
Q6 | 3830 | Позиция маркирована | Маркер #1914
P6 | 3830 | Маркер покинул позицию | Маркер #1914
P5 | 3830 | Маркер покинул позицию | Маркер #1914
Q2 | 3830 | Позиция маркирована | Маркер #1915
Q5 | 3830 | Позиция маркирована | Маркер #1915
Q6 | 3830 | Маркер уничтожен из конечной очереди | 
P6 | 3831 | Позиция маркирована | Маркер #1915
P5 | 3831 | Позиция маркирована | Маркер #1915
Q6 | 3831 | Маркер уничтожен из конечной очереди | 
Q6 | 3832 | Позиция маркирована | Маркер #1915
P6 | 3832 | Маркер покинул позицию | Маркер #1915
P5 | 3832 | Маркер покинул позицию | Маркер #1915
Q2 | 3832 | Позиция маркирована | Маркер #1916
Q5 | 3832 | Позиция маркирована | Маркер #1916
Q6 | 3832 | Маркер уничтожен из конечной очереди | 
P6 | 3833 | Позиция маркирована | Маркер #1916
P5 | 3833 | Позиция маркирована | Маркер #1916
Q6 | 3833 | Маркер уничтожен из конечной очереди | 
Q6 | 3834 | Позиция маркирована | Маркер #1916
P6 | 3834 | Маркер покинул позицию | Маркер #1916
P5 | 3834 | Маркер покинул позицию | Маркер #1916
Q2 | 3834 | Позиция маркирована | Маркер #1917
Q5 | 3834 | Позиция маркирована | Маркер #1917
Q6 | 3834 | Маркер уничтожен из конечной очереди | 
P6 | 3835 | Позиция маркирована | Маркер #1917
P5 | 3835 | Позиция маркирована | Маркер #1917
Q6 | 3835 | Маркер уничтожен из конечной очереди | 
Q6 | 3836 | Позиция маркирована | Маркер #1917
P6 | 3836 | Маркер покинул позицию | Маркер #1917
P5 | 3836 | Маркер покинул позицию | Маркер #1917
Q2 | 3836 | Позиция маркирована | Маркер #1918
Q5 | 3836 | Позиция маркирована | Маркер #1918
Q6 | 3836 | Маркер уничтожен из конечной очереди | 
P6 | 3837 | Позиция маркирована | Маркер #1918
P5 | 3837 | Позиция маркирована | Маркер #1918
Q6 | 3837 | Маркер уничтожен из конечной очереди | 
Q6 | 3838 | Позиция маркирована | Маркер #1918
P6 | 3838 | Маркер покинул позицию | Маркер #1918
P5 | 3838 | Маркер покинул позицию | Маркер #1918
Q2 | 3838 | Позиция маркирована | Маркер #1919
Q5 | 3838 | Позиция маркирована | Маркер #1919
Q6 | 3838 | Маркер уничтожен из конечной очереди | 
P6 | 3839 | Позиция маркирована | Маркер #1919
P5 | 3839 | Позиция маркирована | Маркер #1919
Q6 | 3839 | Маркер уничтожен из конечной очереди | 
Q6 | 3840 | Позиция маркирована | Маркер #1919
P6 | 3840 | Маркер покинул позицию | Маркер #1919
P5 | 3840 | Маркер покинул позицию | Маркер #1919
Q2 | 3840 | Позиция маркирована | Маркер #1920
Q5 | 3840 | Позиция маркирована | Маркер #1920
Q6 | 3840 | Маркер уничтожен из конечной очереди | 
P6 | 3841 | Позиция маркирована | Маркер #1920
P5 | 3841 | Позиция маркирована | Маркер #1920
Q6 | 3841 | Маркер уничтожен из конечной очереди | 
Q6 | 3842 | Позиция маркирована | Маркер #1920
P6 | 3842 | Маркер покинул позицию | Маркер #1920
P5 | 3842 | Маркер покинул позицию | Маркер #1920
Q2 | 3842 | Позиция маркирована | Маркер #1921
Q5 | 3842 | Позиция маркирована | Маркер #1921
Q6 | 3842 | Маркер уничтожен из конечной очереди | 
P6 | 3843 | Позиция маркирована | Маркер #1921
P5 | 3843 | Позиция маркирована | Маркер #1921
Q6 | 3843 | Маркер уничтожен из конечной очереди | 
Q6 | 3844 | Позиция маркирована | Маркер #1921
P6 | 3844 | Маркер покинул позицию | Маркер #1921
P5 | 3844 | Маркер покинул позицию | Маркер #1921
Q2 | 3844 | Позиция маркирована | Маркер #1922
Q5 | 3844 | Позиция маркирована | Маркер #1922
Q6 | 3844 | Маркер уничтожен из конечной очереди | 
P6 | 3845 | Позиция маркирована | Маркер #1922
P5 | 3845 | Позиция маркирована | Маркер #1922
Q6 | 3845 | Маркер уничтожен из конечной очереди | 
Q6 | 3846 | Позиция маркирована | Маркер #1922
P6 | 3846 | Маркер покинул позицию | Маркер #1922
P5 | 3846 | Маркер покинул позицию | Маркер #1922
Q2 | 3846 | Позиция маркирована | Маркер #1923
Q5 | 3846 | Позиция маркирована | Маркер #1923
Q6 | 3846 | Маркер уничтожен из конечной очереди | 
P6 | 3847 | Позиция маркирована | Маркер #1923
P5 | 3847 | Позиция маркирована | Маркер #1923
Q6 | 3847 | Маркер уничтожен из конечной очереди | 
Q6 | 3848 | Позиция маркирована | Маркер #1923
P6 | 3848 | Маркер покинул позицию | Маркер #1923
P5 | 3848 | Маркер покинул позицию | Маркер #1923
Q2 | 3848 | Позиция маркирована | Маркер #1924
Q5 | 3848 | Позиция маркирована | Маркер #1924
Q6 | 3848 | Маркер уничтожен из конечной очереди | 
P6 | 3849 | Позиция маркирована | Маркер #1924
P5 | 3849 | Позиция маркирована | Маркер #1924
